id	title	description	price	condition	link	availability	image_link
QPMDB	QuadPower Motor Driver Board	"Take control of your motors with QuadPower, a robust and efficient motor driver board designed for high-power applications."	A$80.00	new	https://swimplify.co/product	in_stock	https://swimplify.co/images/products/quadPower.png
